<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2001.03.04	1.64210	1.66100	1.64100	1.65210	50372	0	100
2001.03.11	1.65350	1.72170	1.64970	1.70910	67988	0	100
2001.03.18	1.71050	1.73150	1.68380	1.72070	60106	0	100
2001.03.25	1.71990	1.74450	1.70710	1.74260	57368	0	100
2001.04.01	1.74560	1.74640	1.68320	1.69130	62419	0	100
2001.04.08	1.69100	1.72620	1.69050	1.71310	52750	0	100
2001.04.15	1.71300	1.75770	1.68980	1.69520	55009	0	100
2001.04.22	1.69630	1.73120	1.68440	1.72580	57773	0	100
2001.04.29	1.72450	1.73850	1.71520	1.72900	52521	0	100
2001.05.06	1.72970	1.75480	1.72760	1.75130	51317	0	100
2001.05.13	1.75080	1.75530	1.72640	1.74360	54383	0	100
2001.05.20	1.74420	1.79160	1.73970	1.77410	61264	0	100
2001.05.27	1.77480	1.80250	1.77300	1.79520	59631	0	100
2001.06.03	1.79610	1.80350	1.77130	1.79300	66459	0	100
2001.06.10	1.79260	1.80870	1.75850	1.77520	66074	0	100
2001.06.17	1.77500	1.79420	1.77130	1.77280	66165	0	100
2001.06.24	1.77230	1.80330	1.75820	1.79330	70580	0	100
2001.07.01	1.79150	1.82290	1.79080	1.79270	67265	0	100
2001.07.08	1.79420	1.80030	1.75550	1.76940	70490	0	100
2001.07.15	1.77020	1.78090	1.71500	1.72650	78842	0	100
2001.07.22	1.72850	1.73980	1.71030	1.72020	70595	0	100
2001.07.29	1.71970	1.73290	1.69990	1.70700	69167	0	100
2001.08.05	1.70730	1.72280	1.68370	1.69450	61053	0	100
2001.08.12	1.69220	1.69560	1.65310	1.65640	74350	0	100
2001.08.19	1.65660	1.67500	1.64490	1.66480	65286	0	100
2001.08.26	1.66500	1.68010	1.64710	1.66310	69687	0	100
2001.09.02	1.66670	1.71290	1.66450	1.67310	70738	0	100
2001.09.09	1.67330	1.69220	1.61960	1.62210	85094	0	100
2001.09.16	1.62160	1.62270	1.56700	1.57920	77661	0	100
2001.09.23	1.58050	1.62440	1.57770	1.62080	76042	0	100
2001.09.30	1.62190	1.63530	1.60590	1.61640	70980	0	100
2001.10.07	1.61160	1.65290	1.59910	1.62550	66865	0	100
2001.10.14	1.62480	1.64670	1.62000	1.64260	65442	0	100
2001.10.21	1.64350	1.66870	1.64050	1.65110	66127	0	100
2001.10.28	1.65320	1.65390	1.61290	1.62960	65670	0	100
2001.11.04	1.63270	1.65080	1.62550	1.63840	64867	0	100
2001.11.11	1.63910	1.67730	1.62130	1.65800	63380	0	100
2001.11.18	1.65720	1.67340	1.64650	1.66610	64094	0	100
2001.11.25	1.66600	1.67020	1.63620	1.64150	66508	0	100
2001.12.02	1.64220	1.66810	1.64040	1.65760	64807	0	100
2001.12.09	1.65820	1.67440	1.62660	1.62950	65545	0	100
2001.12.16	1.63050	1.65560	1.62500	1.65200	72578	0	100
2001.12.23	1.65190	1.69590	1.64780	1.67280	63819	0	100
2001.12.30	1.67470	1.67800	1.63550	1.65330	55020	0	50
2002.01.06	1.65270	1.66650	1.64220	1.65180	69901	0	50
2002.01.13	1.65290	1.67360	1.65140	1.66040	71051	0	50
2002.01.20	1.66110	1.70850	1.65630	1.70420	65591	0	50
2002.01.27	1.70430	1.72340	1.69540	1.71400	77586	0	50
2002.02.03	1.71530	1.71800	1.68090	1.69090	74484	0	50
2002.02.10	1.69320	1.70920	1.67740	1.69790	70716	0	50
2002.02.17	1.69760	1.70860	1.68380	1.69050	64741	0	50
2002.02.24	1.69010	1.71310	1.68750	1.70790	78360	0	50
2002.03.03	1.70790	1.71430	1.66520	1.68530	67011	0	50
2002.03.10	1.68710	1.68790	1.64850	1.65780	64129	0	50
2002.03.17	1.65880	1.67090	1.65200	1.66680	68018	0	50
2002.03.24	1.66660	1.68650	1.66100	1.68280	68077	0	50
2002.03.31	1.68150	1.68210	1.65110	1.66700	70824	0	50
2002.04.07	1.66560	1.67940	1.65600	1.66670	71674	0	50
2002.04.14	1.66640	1.67210	1.64290	1.64460	71526	0	50
2002.04.21	1.64870	1.65780	1.62170	1.62410	66325	0	50
2002.04.28	1.62410	1.62730	1.58450	1.58630	69167	0	50
2002.05.05	1.58860	1.61100	1.58190	1.59010	61994	0	50
2002.05.12	1.59220	1.61990	1.57730	1.58030	62445	0	50
2002.05.19	1.58010	1.59060	1.56560	1.58410	63264	0	50
2002.05.26	1.58280	1.58890	1.55490	1.57230	61658	0	50
2002.06.02	1.57050	1.57780	1.54910	1.55880	62287	0	50
2002.06.09	1.55820	1.57170	1.55030	1.56080	64200	0	50
2002.06.16	1.56090	1.56860	1.50840	1.51160	62700	0	50
2002.06.23	1.51270	1.51900	1.47330	1.48100	72112	0	50
2002.06.30	1.48150	1.50910	1.47490	1.50470	62202	0	50
2002.07.07	1.50600	1.50640	1.47660	1.48300	69078	0	50
2002.07.14	1.48270	1.48270	1.43480	1.44260	72368	0	50
2002.07.21	1.44260	1.47860	1.43570	1.46600	74829	0	50
2002.07.28	1.46650	1.49250	1.46220	1.47090	71935	0	50
2002.08.04	1.46970	1.51650	1.46890	1.50180	76248	0	50
2002.08.11	1.50350	1.50500	1.47500	1.48870	68877	0	50
2002.08.18	1.48840	1.52430	1.48540	1.51320	63409	0	50
2002.08.25	1.51230	1.52030	1.48630	1.49820	60441	0	50
2002.09.01	1.49860	1.50280	1.46050	1.48420	62955	0	50
2002.09.08	1.48490	1.51250	1.48200	1.51000	66534	0	50
2002.09.15	1.51130	1.53130	1.48070	1.49280	76403	0	50
2002.09.22	1.49250	1.50770	1.48430	1.49530	67262	0	50
2002.09.29	1.49210	1.49570	1.47050	1.49120	61111	0	50
2002.10.06	1.49270	1.50260	1.47410	1.48230	59071	0	50
2002.10.13	1.48080	1.51480	1.47770	1.51250	57619	0	50
2002.10.20	1.51210	1.51750	1.49630	1.50270	59456	0	50
2002.10.27	1.50290	1.50900	1.46190	1.46730	62648	0	50
2002.11.03	1.46750	1.47380	1.44090	1.44280	63541	0	50
2002.11.10	1.44380	1.46510	1.43820	1.45180	65860	0	50
2002.11.17	1.45100	1.47870	1.44660	1.47730	65552	0	50
2002.11.24	1.47690	1.49320	1.47660	1.48260	61240	0	50
2002.12.01	1.48610	1.49820	1.45220	1.45760	60678	0	50
2002.12.08	1.45670	1.46520	1.43880	1.44310	65981	0	50
2002.12.15	1.44330	1.44820	1.42140	1.42400	69283	0	50
2002.12.22	1.42380	1.42560	1.38940	1.39010	50080	0	50
2002.12.29	1.39370	1.40700	1.38080	1.39800	50896	0	50
2003.01.05	1.39830	1.40950	1.37830	1.38050	70019	0	50
2003.01.12	1.37970	1.39380	1.36610	1.36920	68613	0	50
2003.01.19	1.37050	1.37490	1.34980	1.35340	66394	0	50
2003.01.26	1.35230	1.37060	1.34560	1.36370	71280	0	50
2003.02.02	1.36140	1.37400	1.34010	1.35550	64778	0	50
2003.02.09	1.35570	1.37570	1.35200	1.36210	63829	0	50
2003.02.16	1.36540	1.38000	1.35200	1.36460	66127	0	50
2003.02.23	1.37110	1.37350	1.34900	1.35200	60670	0	50
2003.03.02	1.35580	1.35830	1.32400	1.33620	63143	0	50
2003.03.09	1.33550	1.37360	1.32290	1.36580	62314	0	50
2003.03.16	1.36020	1.40550	1.35250	1.40240	69066	0	50
2003.03.23	1.39300	1.39530	1.36560	1.37030	63153	0	50
2003.03.30	1.36870	1.39110	1.34870	1.38550	68934	0	50
2003.04.06	1.39420	1.40880	1.37650	1.39300	71775	0	50
2003.04.13	1.39400	1.39740	1.36310	1.38160	61080	0	50
2003.04.20	1.37880	1.39400	1.35750	1.36170	63804	0	50
2003.04.27	1.36020	1.37840	1.33770	1.34380	67211	0	50
2003.05.04	1.34460	1.35000	1.30770	1.31380	82430	0	50
2003.05.11	1.30960	1.32710	1.30070	1.30750	74088	0	50
2003.05.18	1.29650	1.30430	1.28420	1.28860	69261	0	50
2003.05.25	1.29020	1.30740	1.27790	1.29800	68629	0	50
2003.06.01	1.30500	1.32550	1.29430	1.32090	75749	0	50
2003.06.08	1.31920	1.32570	1.29530	1.29840	71186	0	50
2003.06.15	1.29710	1.33800	1.29380	1.32850	73345	0	50
2003.06.22	1.33120	1.35740	1.32030	1.35010	78953	0	50
2003.06.29	1.35040	1.36180	1.33670	1.34940	67077	0	50
2003.07.06	1.34980	1.37940	1.34800	1.37600	74524	0	50
2003.07.13	1.37620	1.39510	1.35760	1.36280	78753	0	50
2003.07.20	1.36330	1.36620	1.33730	1.34400	73967	0	50
2003.07.27	1.34440	1.38100	1.34000	1.36460	75170	0	50
2003.08.03	1.36340	1.36610	1.34050	1.35970	72961	0	50
2003.08.10	1.36050	1.37800	1.35440	1.37150	74568	0	50
2003.08.17	1.37120	1.42400	1.37050	1.41710	74822	0	50
2003.08.24	1.41930	1.42780	1.39850	1.40040	74117	0	50
2003.08.31	1.39950	1.42420	1.38150	1.38190	73604	0	50
2003.09.07	1.38380	1.39700	1.37350	1.37930	72020	0	50
2003.09.14	1.38050	1.39490	1.36530	1.36830	72057	0	50
2003.09.21	1.36050	1.36380	1.34070	1.34500	72067	0	50
