<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2003.09.28	1.34520	1.35280	1.30930	1.33670	73587	0	50
2003.10.05	1.33620	1.33960	1.30480	1.31350	70143	0	50
2003.10.12	1.31140	1.34500	1.31040	1.32760	72580	0	50
2003.10.19	1.32610	1.33790	1.30300	1.31320	70156	0	50
2003.10.26	1.31380	1.34270	1.31270	1.34000	69731	0	50
2003.11.02	1.33970	1.38090	1.33630	1.36730	70157	0	50
2003.11.09	1.36650	1.37540	1.32560	1.32770	66874	0	50
2003.11.16	1.32220	1.32800	1.29130	1.29730	71795	0	50
2003.11.23	1.29890	1.32220	1.28770	1.29160	64930	0	50
2003.11.30	1.29300	1.30420	1.27310	1.27530	72992	0	50
2003.12.07	1.27440	1.28230	1.25900	1.26340	70307	0	50
2003.12.14	1.28110	1.28150	1.24760	1.25660	68106	0	50
2003.12.21	1.25450	1.26080	1.24520	1.25540	48094	0	50
2003.12.28	1.25270	1.25510	1.23080	1.23850	49089	0	50
2004.01.04	1.23720	1.24930	1.21640	1.22230	69982	0	50
2004.01.11	1.21990	1.27030	1.21360	1.26400	70670	0	50
2004.01.18	1.26670	1.27300	1.22690	1.24340	71205	0	50
2004.01.25	1.24260	1.26660	1.23740	1.25690	79030	0	50
2004.02.01	1.25600	1.26640	1.23050	1.23410	71798	0	50
2004.02.08	1.24250	1.24390	1.22340	1.23930	72838	0	50
2004.02.15	1.23900	1.26500	1.21820	1.25910	71082	0	50
2004.02.22	1.26150	1.27640	1.23720	1.26250	74294	0	50
2004.02.29	1.26280	1.30800	1.25620	1.27620	74516	0	50
2004.03.07	1.27710	1.29280	1.26210	1.28360	76444	0	50
2004.03.14	1.28040	1.28650	1.25220	1.26930	76779	0	50
2004.03.21	1.27080	1.28980	1.25160	1.28360	65125	0	50
2004.03.28	1.28490	1.29370	1.25950	1.29030	63635	0	50
2004.04.04	1.29240	1.30840	1.27110	1.28100	59441	0	50
2004.04.11	1.28210	1.30620	1.28040	1.29520	74950	0	50
2004.04.18	1.29100	1.32110	1.28260	1.31590	62691	0	50
2004.04.25	1.31880	1.32300	1.28820	1.29600	66953	0	50
2004.05.02	1.29460	1.30360	1.26930	1.30180	75604	0	50
2004.05.09	1.30190	1.30920	1.28760	1.29600	77619	0	50
2004.05.16	1.29590	1.29730	1.26920	1.28370	78329	0	50
2004.05.23	1.28180	1.28760	1.24270	1.25250	75071	0	50
2004.05.30	1.24910	1.25790	1.23740	1.24000	73003	0	50
2004.06.06	1.23780	1.26210	1.23170	1.26030	74360	0	50
2004.06.13	1.26310	1.27090	1.24170	1.24510	77541	0	50
2004.06.20	1.24380	1.25780	1.23860	1.24720	73892	0	50
2004.06.27	1.24710	1.26790	1.22960	1.23370	73538	0	50
2004.07.04	1.22840	1.23930	1.22150	1.22390	67234	0	50
2004.07.11	1.22330	1.24090	1.22050	1.22560	66613	0	50
2004.07.18	1.22510	1.26890	1.22360	1.26800	68457	0	50
2004.07.25	1.26660	1.28470	1.25880	1.28230	71259	0	50
2004.08.01	1.27380	1.28620	1.24930	1.25120	68892	0	50
2004.08.08	1.25010	1.26500	1.23750	1.23880	69910	0	50
2004.08.15	1.23840	1.25390	1.23720	1.25130	64790	0	50
2004.08.22	1.25140	1.28530	1.25020	1.28430	68032	0	50
2004.08.29	1.28280	1.28530	1.25570	1.27130	57792	0	50
2004.09.05	1.27030	1.27920	1.25200	1.25870	52323	0	50
2004.09.12	1.25770	1.27510	1.25460	1.26790	50434	0	50
2004.09.19	1.26940	1.27800	1.25100	1.26020	49951	0	50
2004.09.26	1.26050	1.26510	1.24450	1.24940	49372	0	50
2004.10.03	1.25120	1.26860	1.24680	1.25030	48653	0	50
2004.10.10	1.24930	1.26640	1.23140	1.23270	46157	0	50
2004.10.17	1.23290	1.23680	1.20930	1.20970	49120	0	50
2004.10.24	1.20640	1.21420	1.19240	1.19460	53953	0	50
2004.10.31	1.19270	1.21270	1.17620	1.17670	52249	0	50
2004.11.07	1.17680	1.18640	1.16920	1.17100	47544	0	50
2004.11.14	1.17210	1.18210	1.15770	1.16110	48289	0	50
2004.11.21	1.16020	1.16990	1.13340	1.13930	45504	0	50
2004.11.28	1.14060	1.15590	1.13000	1.13060	48395	0	50
2004.12.05	1.13170	1.16860	1.13060	1.16110	48143	0	50
2004.12.12	1.16320	1.16350	1.13850	1.15630	47535	0	50
2004.12.19	1.15440	1.15770	1.14010	1.14310	44540	0	50
2004.12.26	1.14320	1.14550	1.12850	1.14020	46404	0	50
2005.01.02	1.13940	1.18930	1.13690	1.18500	52862	0	50
2005.01.09	1.18510	1.18730	1.16270	1.18000	49711	0	50
2005.01.16	1.18030	1.19710	1.17480	1.18510	49429	0	50
2005.01.23	1.18560	1.19750	1.17790	1.18530	49508	0	50
2005.01.30	1.19030	1.21220	1.18540	1.21160	47964	0	50
2005.02.06	1.21270	1.22640	1.20360	1.21080	48169	0	50
2005.02.13	1.20860	1.20980	1.18050	1.18320	47825	0	50
2005.02.20	1.18440	1.18650	1.15690	1.16240	47250	0	50
2005.02.27	1.16260	1.18280	1.15780	1.16960	46898	0	50
2005.03.06	1.16950	1.17820	1.14880	1.15020	46594	0	50
2005.03.13	1.14980	1.16910	1.14830	1.16380	46886	0	50
2005.03.20	1.16480	1.20320	1.16410	1.19970	45661	0	50
2005.03.27	1.19950	1.20870	1.18800	1.20310	48598	0	50
2005.04.03	1.20520	1.21480	1.19660	1.19860	46986	0	50
2005.04.10	1.19710	1.21980	1.18970	1.20040	49279	0	50
2005.04.17	1.20040	1.20450	1.17390	1.18070	56773	0	50
2005.04.24	1.18150	1.19810	1.18070	1.19530	56886	0	50
2005.05.01	1.19630	1.20890	1.18800	1.20720	55021	0	50
2005.05.08	1.20750	1.22630	1.19600	1.22560	57779	0	50
2005.05.15	1.22490	1.23630	1.21480	1.23290	57497	0	50
2005.05.22	1.23500	1.23840	1.22430	1.23110	53780	0	50
2005.05.29	1.23230	1.26000	1.23170	1.25290	59579	0	50
2005.06.05	1.25350	1.27040	1.24110	1.26930	61943	0	50
2005.06.12	1.26930	1.27940	1.25660	1.25810	68494	0	50
2005.06.19	1.26580	1.28490	1.26130	1.27470	65997	0	50
2005.06.26	1.27370	1.29820	1.26580	1.29760	66451	0	50
2005.07.03	1.29800	1.30780	1.28400	1.29930	64453	0	50
2005.07.10	1.29950	1.30090	1.27010	1.29530	69358	0	50
2005.07.17	1.29770	1.30830	1.27490	1.29610	68898	0	50
2005.07.24	1.29810	1.30620	1.28210	1.28810	63728	0	50
2005.07.31	1.28860	1.28980	1.25620	1.26150	67063	0	50
2005.08.07	1.26460	1.26780	1.24310	1.24750	65698	0	50
2005.08.14	1.24610	1.27740	1.24510	1.27560	61266	0	50
2005.08.21	1.27380	1.27900	1.25190	1.25900	60938	0	50
2005.08.28	1.25890	1.27470	1.22480	1.22970	60988	0	50
2005.09.04	1.22930	1.24740	1.22380	1.24360	57974	0	50
2005.09.11	1.24370	1.27280	1.24250	1.26960	60008	0	50
2005.09.18	1.27520	1.29290	1.26550	1.29240	56877	0	50
2005.09.25	1.29350	1.30020	1.28530	1.29300	57164	0	50
2005.10.02	1.29330	1.30450	1.26710	1.27860	60546	0	50
2005.10.09	1.27940	1.30210	1.27500	1.28450	46725	0	50
2005.10.16	1.28400	1.30770	1.27940	1.29240	52796	0	50
2005.10.23	1.29260	1.29540	1.26930	1.28100	48927	0	50
2005.10.30	1.28080	1.30870	1.27600	1.30810	46858	0	50
2005.11.06	1.30960	1.31770	1.30350	1.31080	46906	0	50
2005.11.13	1.31250	1.32870	1.30620	1.31370	48271	0	50
2005.11.20	1.31400	1.32450	1.30620	1.32000	46527	0	50
2005.11.27	1.32040	1.32390	1.29930	1.31700	47764	0	50
2005.12.04	1.31890	1.32130	1.29670	1.30320	45485	0	50
2005.12.11	1.30550	1.30600	1.27730	1.28810	49529	0	50
2005.12.18	1.28880	1.31730	1.28750	1.31220	46986	0	50
2005.12.25	1.31310	1.32030	1.30510	1.31570	41550	0	50
2006.01.01	1.31390	1.31640	1.26740	1.27090	46763	0	50
2006.01.08	1.27060	1.28930	1.26890	1.27640	47503	0	50
2006.01.15	1.27490	1.28920	1.27260	1.27600	46677	0	50
2006.01.22	1.27540	1.28540	1.25560	1.28430	47423	0	50
2006.01.29	1.28220	1.29970	1.27390	1.29470	45965	0	50
2006.02.05	1.29340	1.30870	1.29120	1.30720	45403	0	50
2006.02.12	1.30760	1.31780	1.30290	1.31030	44650	0	50
2006.02.19	1.31140	1.31860	1.30200	1.31730	42850	0	50
2006.02.26	1.31830	1.32420	1.29520	1.29760	45464	0	50
2006.03.05	1.29580	1.32320	1.28940	1.31750	49216	0	50
2006.03.12	1.31650	1.31750	1.28710	1.29050	48118	0	50
2006.03.19	1.29090	1.31990	1.28890	1.31100	47407	0	50
2006.03.26	1.31010	1.31290	1.29570	1.30420	47621	0	50
2006.04.02	1.30380	1.31390	1.28050	1.30100	49866	0	50
2006.04.09	1.30000	1.30640	1.29340	1.29850	43667	0	50
2006.04.16	1.29710	1.29740	1.26500	1.27470	49727	0	50
2006.04.23	1.27160	1.27520	1.23750	1.23810	48712	0	50
2006.04.30	1.23860	1.24520	1.22140	1.22650	47844	0	50
2006.05.07	1.22420	1.23220	1.19630	1.19790	47862	0	50
2006.05.14	1.19560	1.22430	1.19180	1.21670	49490	0	50
2006.05.21	1.21740	1.23030	1.20170	1.22570	50900	0	50
2006.05.28	1.22700	1.22970	1.20510	1.20920	48813	0	50
2006.06.04	1.20670	1.23680	1.20160	1.23110	47497	0	50
2006.06.11	1.23420	1.24100	1.22580	1.23140	49985	0	50
2006.06.18	1.23100	1.25320	1.23030	1.24890	48023	0	50
2006.06.25	1.24910	1.25040	1.22170	1.22300	48137	0	50
2006.07.02	1.22350	1.23610	1.21850	1.22430	46556	0	50
2006.07.09	1.22260	1.23800	1.22220	1.23430	47203	0	50
2006.07.16	1.23480	1.25970	1.23320	1.23580	48008	0	50
2006.07.23	1.23570	1.25480	1.23070	1.23260	48973	0	50
2006.07.30	1.23170	1.23690	1.21920	1.22380	49138	0	50
2006.08.06	1.22140	1.24460	1.21940	1.24350	47995	0	50
2006.08.13	1.24230	1.24470	1.22370	1.23360	45400	0	50
2006.08.20	1.23290	1.24260	1.21820	1.23990	47675	0	50
2006.08.27	1.23920	1.23990	1.22270	1.23020	46861	0	50
2006.09.03	1.22940	1.25100	1.22720	1.24740	47034	0	50
2006.09.10	1.24790	1.26260	1.23940	1.25530	46930	0	50
2006.09.17	1.25790	1.25870	1.23200	1.23680	48566	0	50
2006.09.24	1.23540	1.25660	1.22900	1.25040	46902	0	50
2006.10.01	1.25000	1.26320	1.24040	1.26000	37167	0	50
2006.10.08	1.26120	1.27680	1.25890	1.27270	30141	0	50
2006.10.15	1.27380	1.27520	1.25480	1.25950	29672	0	50
2006.10.22	1.25780	1.27040	1.24670	1.24860	28177	0	50
2006.10.29	1.24900	1.25690	1.24050	1.25340	28699	0	50
2006.11.05	1.25350	1.25780	1.23440	1.24160	24566	0	50
2006.11.12	1.23850	1.25360	1.23570	1.24370	26889	0	50
2006.11.19	1.24350	1.24500	1.20720	1.20920	20889	0	50
2006.11.26	1.20320	1.21150	1.18980	1.19300	28291	0	50
2006.12.03	1.19070	1.20580	1.18790	1.20520	27340	0	50
2006.12.10	1.20600	1.22300	1.19830	1.22120	33964	0	50
2006.12.17	1.22140	1.22680	1.21100	1.21990	27655	0	50
2006.12.24	1.21940	1.22700	1.21610	1.21880	29059	0	50
2006.12.31	1.21820	1.23940	1.21110	1.23580	32429	0	40
2007.01.07	1.23500	1.25280	1.23310	1.24690	36360	0	40
2007.01.14	1.24700	1.25460	1.24160	1.24790	33883	0	40
2007.01.21	1.24810	1.25630	1.23740	1.25350	36035	0	40
2007.01.28	1.25270	1.25710	1.23820	1.24800	26312	0	40
2007.02.04	1.24840	1.25190	1.23780	1.24740	22638	0	40
2007.02.11	1.24680	1.25510	1.23310	1.23480	25455	0	40
2007.02.18	1.23190	1.24360	1.22950	1.23230	21948	0	40
2007.02.25	1.23010	1.23310	1.21420	1.21630	33055	0	40
2007.03.04	1.21560	1.23540	1.21070	1.23420	40205	0	40
2007.03.11	1.23380	1.23510	1.20290	1.20690	43850	0	40
2007.03.18	1.20560	1.21910	1.20500	1.21880	32025	0	40
2007.03.25	1.21890	1.22390	1.20820	1.21530	33780	0	40
2007.04.01	1.21300	1.22310	1.21180	1.22180	26311	0	40
2007.04.08	1.22200	1.22820	1.20660	1.21450	30679	0	40
2007.04.15	1.21260	1.21500	1.20010	1.20830	28383	0	40
2007.04.22	1.20670	1.21260	1.19930	1.20540	32999	0	40
2007.04.29	1.20460	1.21880	1.20300	1.21150	31234	0	40
2007.05.06	1.21050	1.22230	1.20790	1.21880	26738	0	40
2007.05.13	1.21800	1.22810	1.21250	1.22710	25299	0	40
2007.05.20	1.22760	1.23310	1.22390	1.22810	26149	0	40
2007.05.27	1.22730	1.23270	1.21990	1.22960	25745	0	40
2007.06.03	1.22950	1.23650	1.21460	1.23500	28498	0	40
2007.06.10	1.23560	1.24680	1.23530	1.24110	27578	0	40
2007.06.17	1.24200	1.24260	1.22840	1.22920	28784	0	40
2007.06.24	1.22870	1.23380	1.22070	1.22140	28207	0	40
2007.07.01	1.22040	1.22320	1.20890	1.21790	23269	0	40
2007.07.08	1.21760	1.21930	1.19840	1.20250	27518	0	40
2007.07.15	1.20270	1.20650	1.19600	1.20080	26976	0	40
2007.07.22	1.20070	1.21630	1.19810	1.20830	37433	0	40
2007.07.29	1.20840	1.20990	1.18660	1.19050	41626	0	40
2007.08.05	1.18280	1.20170	1.18160	1.19860	41395	0	40
2007.08.12	1.19850	1.22140	1.19730	1.20800	57260	0	40
2007.08.19	1.20720	1.21090	1.19920	1.20050	40720	0	40
2007.08.26	1.20070	1.20890	1.19590	1.20830	39821	0	40
2007.09.02	1.20790	1.21500	1.18580	1.18840	36502	0	40
2007.09.09	1.18640	1.19210	1.18020	1.18960	41189	0	40
2007.09.16	1.18860	1.18980	1.16770	1.17250	49816	0	40
2007.09.23	1.17180	1.17560	1.16230	1.16350	45038	0	40
2007.09.30	1.16260	1.18520	1.16220	1.17820	42785	0	40
2007.10.07	1.17640	1.18910	1.17590	1.18470	28932	0	40
2007.10.14	1.18420	1.18580	1.16560	1.16600	32483	0	40
2007.10.21	1.16050	1.17840	1.15990	1.16390	36972	0	40
2007.10.28	1.16200	1.16700	1.14920	1.15360	34420	0	40
2007.11.04	1.15180	1.15550	1.11870	1.12240	40400	0	40
2007.11.11	1.12290	1.12980	1.11570	1.11770	38567	0	40
2007.11.18	1.11660	1.12010	1.08900	1.10200	34554	0	40
2007.11.25	1.10360	1.13260	1.09550	1.13130	38222	0	40
2007.12.02	1.13010	1.13510	1.11530	1.12800	37114	0	40
2007.12.09	1.12780	1.15460	1.12330	1.15260	37362	0	40
2007.12.16	1.15510	1.15950	1.14770	1.15460	33462	0	40
2007.12.23	1.15550	1.15780	1.12590	1.12600	18018	0	40
2007.12.30	1.12760	1.13460	1.10180	1.10810	23279	0	40
2008.01.06	1.10750	1.11890	1.09760	1.10130	36100	0	40
2008.01.13	1.09850	1.10860	1.08360	1.09820	44347	0	40
2008.01.20	1.09990	1.11190	1.08450	1.09660	60944	0	40
2008.01.27	1.09480	1.09650	1.07300	1.08940	43871	0	40
2008.02.03	1.08930	1.11020	1.08620	1.10290	40452	0	40
2008.02.10	1.10250	1.11050	1.08840	1.09310	38239	0	40
2008.02.17	1.09380	1.10440	1.08340	1.08480	39494	0	40
2008.02.24	1.08510	1.09270	1.04020	1.04090	42710	0	40
2008.03.02	1.03310	1.04560	1.01320	1.02500	44079	0	40
2008.03.09	1.02000	1.03510	0.99730	0.99820	50743	0	40
2008.03.16	0.99230	1.01660	0.96420	1.00920	78891	0	40
2008.03.23	1.01210	1.02490	0.98810	0.99490	62847	0	40
2008.03.30	0.99290	1.02160	0.98700	1.00570	68880	0	40
2008.04.06	1.00610	1.01710	0.98870	1.00090	63815	0	40
2008.04.13	1.00670	1.02840	0.99240	1.01810	62380	0	40
2008.04.20	1.01750	1.04300	0.99950	1.03410	80040	0	40
2008.04.27	1.03480	1.06060	1.02990	1.05710	71480	0	40
2008.05.04	1.05530	1.06230	1.03880	1.04110	70620	0	40
2008.05.11	1.04270	1.05990	1.04060	1.04750	77884	0	40
