<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.01.14	00:00:00	1.57120	1.57500	1.56940	1.57190	589	0	60
2000.01.14	04:00:00	1.57120	1.57260	1.57040	1.57260	590	0	60
2000.01.14	08:00:00	1.57250	1.57580	1.57070	1.57170	1916	0	60
2000.01.14	12:00:00	1.57160	1.58600	1.57100	1.58200	2127	0	60
2000.01.14	16:00:00	1.58260	1.59650	1.58150	1.59000	1700	0	60
2000.01.14	20:00:00	1.58980	1.59500	1.58920	1.59460	389	0	60
2000.01.17	00:00:00	1.59380	1.59550	1.59150	1.59200	235	0	60
2000.01.17	04:00:00	1.59350	1.59470	1.58960	1.59250	641	0	60
2000.01.17	08:00:00	1.59250	1.59850	1.59060	1.59450	2122	0	60
2000.01.17	12:00:00	1.59420	1.60350	1.59310	1.60140	1970	0	60
2000.01.17	16:00:00	1.60150	1.60260	1.59480	1.59530	1636	0	60
2000.01.17	20:00:00	1.59560	1.59760	1.59450	1.59580	517	0	60
2000.01.18	00:00:00	1.59560	1.59900	1.59380	1.59830	1283	0	60
2000.01.18	04:00:00	1.59850	1.59970	1.59550	1.59800	1147	0	60
2000.01.18	08:00:00	1.59800	1.60070	1.59080	1.59920	2169	0	60
2000.01.18	12:00:00	1.59930	1.60150	1.59440	1.59790	1925	0	60
2000.01.18	16:00:00	1.59780	1.59960	1.59100	1.59170	1182	0	60
2000.01.18	20:00:00	1.59180	1.59630	1.58820	1.58850	474	0	60
2000.01.19	00:00:00	1.58850	1.59150	1.58810	1.59030	709	0	60
2000.01.19	04:00:00	1.59000	1.59180	1.58730	1.59050	946	0	60
2000.01.19	08:00:00	1.58970	1.59630	1.58840	1.59630	2238	0	60
2000.01.19	12:00:00	1.59640	1.59750	1.59350	1.59570	1698	0	60
2000.01.19	16:00:00	1.59550	1.59970	1.59350	1.59490	1094	0	60
2000.01.19	20:00:00	1.59410	1.59620	1.59220	1.59340	372	0	60
2000.01.20	00:00:00	1.59380	1.59650	1.59270	1.59570	576	0	60
2000.01.20	04:00:00	1.59580	1.59730	1.59420	1.59580	659	0	60
2000.01.20	08:00:00	1.59590	1.60150	1.59230	1.59880	2038	0	60
2000.01.20	12:00:00	1.59940	1.60360	1.59570	1.59780	1767	0	60
2000.01.20	16:00:00	1.59770	1.60000	1.58230	1.58500	1603	0	60
2000.01.20	20:00:00	1.58490	1.58670	1.58270	1.58460	812	0	60
2000.01.21	00:00:00	1.58420	1.58700	1.58300	1.58600	726	0	60
2000.01.21	04:00:00	1.58620	1.58700	1.58040	1.58340	1134	0	60
2000.01.21	08:00:00	1.58400	1.58850	1.58150	1.58710	2220	0	60
2000.01.21	12:00:00	1.58690	1.60260	1.58570	1.60050	2011	0	60
2000.01.21	16:00:00	1.60100	1.60160	1.59490	1.59520	1427	0	60
2000.01.21	20:00:00	1.59550	1.59880	1.59450	1.59720	444	0	60
2000.01.24	00:00:00	1.60790	1.60860	1.60420	1.60530	336	0	60
2000.01.24	04:00:00	1.60470	1.60980	1.60370	1.60840	673	0	60
2000.01.24	08:00:00	1.60810	1.60950	1.60180	1.60470	2225	0	60
2000.01.24	12:00:00	1.60420	1.61350	1.60310	1.60960	1915	0	60
2000.01.24	16:00:00	1.60980	1.61200	1.60650	1.60910	1425	0	60
2000.01.24	20:00:00	1.60890	1.60960	1.59940	1.60000	693	0	60
2000.01.25	00:00:00	1.59990	1.60220	1.59910	1.60050	451	0	60
2000.01.25	04:00:00	1.59990	1.60010	1.59570	1.59800	785	0	60
2000.01.25	08:00:00	1.59820	1.60650	1.59650	1.60620	2062	0	60
2000.01.25	12:00:00	1.60610	1.61400	1.60450	1.60630	2218	0	60
2000.01.25	16:00:00	1.60650	1.60830	1.60260	1.60720	1398	0	60
2000.01.25	20:00:00	1.60680	1.61270	1.60600	1.61130	857	0	60
2000.01.26	00:00:00	1.61150	1.61210	1.60760	1.60830	1181	0	60
2000.01.26	04:00:00	1.60840	1.61000	1.60760	1.60910	855	0	60
2000.01.26	08:00:00	1.61000	1.61350	1.60340	1.60710	2236	0	60
2000.01.26	12:00:00	1.60720	1.61080	1.60620	1.60880	1869	0	60
2000.01.26	16:00:00	1.60920	1.61250	1.60810	1.61190	1344	0	60
2000.01.26	20:00:00	1.61170	1.61350	1.60890	1.61090	998	0	60
2000.01.27	00:00:00	1.61050	1.61370	1.61020	1.61110	1185	0	60
2000.01.27	04:00:00	1.61090	1.61230	1.60880	1.60920	981	0	60
2000.01.27	08:00:00	1.60970	1.61250	1.60650	1.61030	1849	0	60
2000.01.27	12:00:00	1.61040	1.62760	1.60930	1.62590	2087	0	60
2000.01.27	16:00:00	1.62610	1.63460	1.62570	1.63250	1339	0	60
2000.01.27	20:00:00	1.63230	1.63410	1.63100	1.63270	647	0	60
2000.01.28	00:00:00	1.63230	1.63510	1.63100	1.63320	710	0	60
2000.01.28	04:00:00	1.63330	1.63420	1.63050	1.63080	695	0	60
2000.01.28	08:00:00	1.63110	1.64000	1.63030	1.63710	2313	0	60
2000.01.28	12:00:00	1.63620	1.63900	1.63300	1.63680	2196	0	60
2000.01.28	16:00:00	1.63690	1.65510	1.63550	1.64870	2508	0	60
2000.01.28	20:00:00	1.64560	1.65160	1.64560	1.64810	699	0	60
2000.01.31	00:00:00	1.64730	1.64830	1.64230	1.64380	184	0	60
2000.01.31	04:00:00	1.64370	1.64380	1.63900	1.64370	412	0	60
2000.01.31	08:00:00	1.64270	1.64610	1.63870	1.63950	2415	0	60
2000.01.31	12:00:00	1.63940	1.64450	1.63770	1.64140	1970	0	60
2000.01.31	16:00:00	1.64000	1.66170	1.64000	1.65840	1830	0	60
2000.01.31	20:00:00	1.65820	1.66280	1.65520	1.65640	932	0	60
2000.02.01	00:00:00	1.65630	1.65940	1.65520	1.65720	1118	0	60
2000.02.01	04:00:00	1.65770	1.65880	1.65570	1.65740	1153	0	60
2000.02.01	08:00:00	1.65740	1.66210	1.65510	1.65850	2061	0	60
2000.02.01	12:00:00	1.65890	1.65910	1.64730	1.65060	2129	0	60
2000.02.01	16:00:00	1.65090	1.66080	1.64520	1.65640	1774	0	60
2000.02.01	20:00:00	1.65670	1.65810	1.65350	1.65720	965	0	60
2000.02.02	00:00:00	1.65670	1.65900	1.65530	1.65780	921	0	60
2000.02.02	04:00:00	1.65730	1.66000	1.65230	1.65320	1183	0	60
2000.02.02	08:00:00	1.65360	1.65860	1.65060	1.65710	2112	0	60
2000.02.02	12:00:00	1.65720	1.66090	1.65430	1.65840	1859	0	60
2000.02.02	16:00:00	1.65830	1.66110	1.64750	1.64890	1734	0	60
2000.02.02	20:00:00	1.64910	1.65410	1.64440	1.65020	996	0	60
2000.02.03	00:00:00	1.64970	1.65420	1.64830	1.65340	881	0	60
2000.02.03	04:00:00	1.65300	1.65720	1.65180	1.65460	1296	0	60
2000.02.03	08:00:00	1.65490	1.65870	1.65320	1.65580	1845	0	60
2000.02.03	12:00:00	1.65570	1.65940	1.63750	1.64080	2911	0	60
2000.02.03	16:00:00	1.64010	1.64100	1.61650	1.62650	2218	0	60
2000.02.03	20:00:00	1.62650	1.62740	1.62200	1.62480	1083	0	60
2000.02.04	00:00:00	1.62360	1.62630	1.62150	1.62520	1089	0	60
2000.02.04	04:00:00	1.62500	1.62600	1.62160	1.62290	1000	0	60
2000.02.04	08:00:00	1.62330	1.63060	1.61660	1.62860	3293	0	60
2000.02.04	12:00:00	1.62890	1.64290	1.62800	1.64010	2559	0	60
2000.02.04	16:00:00	1.64070	1.64880	1.63180	1.63680	1486	0	60
2000.02.04	20:00:00	1.63620	1.63630	1.63220	1.63360	752	0	60
2000.02.07	00:00:00	1.63270	1.63740	1.63260	1.63690	86	0	60
2000.02.07	04:00:00	1.63700	1.63900	1.63570	1.63810	360	0	60
2000.02.07	08:00:00	1.63730	1.64030	1.63430	1.63750	2032	0	60
2000.02.07	12:00:00	1.63760	1.64640	1.63700	1.64400	1520	0	60
2000.02.07	16:00:00	1.64410	1.64470	1.63720	1.64090	1237	0	60
2000.02.07	20:00:00	1.64070	1.64130	1.63660	1.63720	591	0	60
2000.02.08	00:00:00	1.63730	1.63910	1.63690	1.63740	502	0	60
2000.02.08	04:00:00	1.63700	1.63890	1.63540	1.63680	539	0	60
2000.02.08	08:00:00	1.63720	1.64110	1.62590	1.62810	2035	0	60
2000.02.08	12:00:00	1.62910	1.63080	1.62120	1.62920	2009	0	60
2000.02.08	16:00:00	1.62920	1.63340	1.62670	1.62870	1252	0	60
2000.02.08	20:00:00	1.62820	1.63250	1.62800	1.63230	617	0	60
2000.02.09	00:00:00	1.63220	1.63230	1.62650	1.62750	454	0	60
2000.02.09	04:00:00	1.62710	1.63010	1.62690	1.62840	557	0	60
2000.02.09	08:00:00	1.62890	1.63020	1.61890	1.62450	2243	0	60
2000.02.09	12:00:00	1.62470	1.62750	1.61430	1.61930	2553	0	60
2000.02.09	16:00:00	1.61920	1.62730	1.61850	1.62110	1514	0	60
2000.02.09	20:00:00	1.62120	1.62420	1.61750	1.61890	658	0	60
2000.02.10	00:00:00	1.61850	1.62100	1.61840	1.62030	597	0	60
2000.02.10	04:00:00	1.62000	1.62390	1.61570	1.62050	598	0	60
2000.02.10	08:00:00	1.62100	1.62430	1.61650	1.62220	2190	0	60
2000.02.10	12:00:00	1.62240	1.62980	1.62140	1.62330	1872	0	60
2000.02.10	16:00:00	1.62350	1.63250	1.62340	1.62630	1545	0	60
2000.02.10	20:00:00	1.62660	1.63170	1.62570	1.63050	972	0	60
2000.02.11	00:00:00	1.63030	1.63060	1.62770	1.62950	990	0	60
2000.02.11	04:00:00	1.62920	1.63110	1.62840	1.62920	838	0	60
2000.02.11	08:00:00	1.62980	1.63290	1.62630	1.63080	2034	0	60
2000.02.11	12:00:00	1.63090	1.64020	1.63000	1.63480	2324	0	60
2000.02.11	16:00:00	1.63420	1.63470	1.62720	1.62930	1717	0	60
2000.02.11	20:00:00	1.62970	1.62990	1.62470	1.62540	413	0	60
2000.02.14	00:00:00	1.62550	1.62880	1.62480	1.62710	295	0	60
2000.02.14	04:00:00	1.62730	1.62850	1.62180	1.62300	433	0	60
2000.02.14	08:00:00	1.62270	1.62630	1.61940	1.62180	1764	0	60
2000.02.14	12:00:00	1.62220	1.63540	1.62100	1.63310	1580	0	60
2000.02.14	16:00:00	1.63300	1.64400	1.63300	1.64120	1349	0	60
2000.02.14	20:00:00	1.64140	1.64490	1.63840	1.64320	352	0	60
2000.02.15	00:00:00	1.64370	1.64380	1.64080	1.64220	567	0	60
2000.02.15	04:00:00	1.64220	1.64380	1.63970	1.64210	723	0	60
2000.02.15	08:00:00	1.64110	1.64310	1.63720	1.63860	1903	0	60
2000.02.15	12:00:00	1.63880	1.64450	1.63680	1.64150	1717	0	60
2000.02.15	16:00:00	1.64190	1.64250	1.62780	1.63360	1759	0	60
2000.02.15	20:00:00	1.63350	1.63760	1.63300	1.63610	562	0	60
2000.02.16	00:00:00	1.63630	1.63710	1.63540	1.63680	556	0	60
2000.02.16	04:00:00	1.63670	1.63730	1.63460	1.63650	638	0	60
2000.02.16	08:00:00	1.63640	1.64000	1.63500	1.63650	1603	0	60
2000.02.16	12:00:00	1.63620	1.63740	1.62920	1.63120	1533	0	60
2000.02.16	16:00:00	1.63140	1.63170	1.62530	1.62770	1444	0	60
2000.02.16	20:00:00	1.62780	1.62880	1.62440	1.62600	438	0	60
2000.02.17	00:00:00	1.62640	1.62770	1.62570	1.62710	660	0	60
2000.02.17	04:00:00	1.62750	1.62830	1.62440	1.62610	590	0	60
2000.02.17	08:00:00	1.62600	1.62970	1.61080	1.61330	2181	0	60
2000.02.17	12:00:00	1.61350	1.62290	1.61260	1.62040	1728	0	60
2000.02.17	16:00:00	1.62060	1.63070	1.61560	1.62360	1280	0	60
2000.02.17	20:00:00	1.62350	1.62580	1.62240	1.62370	684	0	60
2000.02.18	00:00:00	1.62350	1.62580	1.62130	1.62210	709	0	60
2000.02.18	04:00:00	1.62200	1.62320	1.62000	1.62170	578	0	60
2000.02.18	08:00:00	1.62160	1.63000	1.62080	1.62650	1959	0	60
2000.02.18	12:00:00	1.62620	1.63500	1.62400	1.63190	1937	0	60
2000.02.18	16:00:00	1.63190	1.63360	1.62650	1.62980	915	0	60
2000.02.18	20:00:00	1.63010	1.63110	1.62490	1.62680	338	0	60
2000.02.21	00:00:00	1.62670	1.62850	1.62540	1.62560	279	0	60
2000.02.21	04:00:00	1.62600	1.62700	1.62340	1.62580	484	0	60
2000.02.21	08:00:00	1.62550	1.62670	1.62180	1.62500	1873	0	60
2000.02.21	12:00:00	1.62480	1.62830	1.62250	1.62600	1825	0	60
2000.02.21	16:00:00	1.62590	1.62700	1.62280	1.62360	1415	0	60
2000.02.21	20:00:00	1.62370	1.62450	1.62240	1.62300	329	0	60
2000.02.22	00:00:00	1.62270	1.62290	1.61480	1.61500	826	0	60
2000.02.22	04:00:00	1.61640	1.61750	1.61250	1.61630	871	0	60
2000.02.22	08:00:00	1.61650	1.61750	1.60240	1.61010	2078	0	60
2000.02.22	12:00:00	1.60920	1.61020	1.60070	1.60380	1862	0	60
2000.02.22	16:00:00	1.60250	1.60310	1.59500	1.59730	1390	0	60
2000.02.22	20:00:00	1.59650	1.60390	1.59640	1.60200	663	0	60
2000.02.23	00:00:00	1.60200	1.60290	1.59670	1.59900	532	0	60
2000.02.23	04:00:00	1.59800	1.60050	1.59670	1.59850	489	0	60
2000.02.23	08:00:00	1.59810	1.60450	1.59510	1.60220	2159	0	60
2000.02.23	12:00:00	1.60250	1.60450	1.59980	1.60070	1555	0	60
2000.02.23	16:00:00	1.60100	1.60940	1.60070	1.60920	1190	0	60
2000.02.23	20:00:00	1.60860	1.61000	1.60530	1.60570	578	0	60
2000.02.24	00:00:00	1.60570	1.60840	1.60550	1.60600	660	0	60
2000.02.24	04:00:00	1.60640	1.60870	1.60490	1.60710	694	0	60
2000.02.24	08:00:00	1.60770	1.61720	1.60620	1.61590	2228	0	60
2000.02.24	12:00:00	1.61630	1.62840	1.61610	1.62150	2168	0	60
2000.02.24	16:00:00	1.62170	1.62310	1.61510	1.61700	1485	0	60
2000.02.24	20:00:00	1.61710	1.62480	1.61480	1.62380	927	0	60
2000.02.25	00:00:00	1.62340	1.62420	1.62090	1.62300	891	0	60
2000.02.25	04:00:00	1.62250	1.62520	1.62090	1.62350	815	0	60
2000.02.25	08:00:00	1.62330	1.63100	1.62250	1.62730	1926	0	60
2000.02.25	12:00:00	1.62680	1.64140	1.62650	1.64010	2248	0	60
2000.02.25	16:00:00	1.63990	1.65400	1.63710	1.65120	1534	0	60
2000.02.25	20:00:00	1.65130	1.65270	1.64880	1.65090	570	0	60
2000.02.28	00:00:00	1.65270	1.66100	1.65230	1.65890	624	0	60
2000.02.28	04:00:00	1.65910	1.70000	1.65750	1.68190	1512	0	60
2000.02.28	08:00:00	1.67230	1.67920	1.65090	1.65980	2579	0	60
2000.02.28	12:00:00	1.66000	1.67030	1.65350	1.65940	2607	0	60
2000.02.28	16:00:00	1.65890	1.66360	1.65130	1.65520	1711	0	60
2000.02.28	20:00:00	1.65540	1.65840	1.65130	1.65520	1182	0	60
2000.02.29	00:00:00	1.65530	1.66270	1.65470	1.65540	1789	0	60
2000.02.29	04:00:00	1.65530	1.66080	1.65100	1.65830	967	0	60
2000.02.29	08:00:00	1.65860	1.66540	1.63340	1.64870	3529	0	60
2000.02.29	12:00:00	1.64840	1.66350	1.64550	1.66060	2392	0	60
2000.02.29	16:00:00	1.66070	1.67000	1.65950	1.66120	1718	0	60
2000.02.29	20:00:00	1.66210	1.66810	1.65990	1.66670	946	0	60
2000.03.01	00:00:00	1.66740	1.66900	1.66090	1.66130	1282	0	60
2000.03.01	04:00:00	1.66140	1.66150	1.65290	1.65770	1288	0	60
2000.03.01	08:00:00	1.65780	1.66400	1.65450	1.65770	2169	0	60
2000.03.01	12:00:00	1.65800	1.66530	1.65640	1.66100	1972	0	60
2000.03.01	16:00:00	1.66010	1.66200	1.64580	1.64740	1503	0	60
2000.03.01	20:00:00	1.64720	1.65320	1.64710	1.65240	839	0	60
2000.03.02	00:00:00	1.65230	1.65920	1.64950	1.65100	1391	0	60
2000.03.02	04:00:00	1.65100	1.65210	1.64700	1.65010	1321	0	60
2000.03.02	08:00:00	1.64970	1.65800	1.64220	1.65540	2525	0	60
2000.03.02	12:00:00	1.65500	1.65930	1.64990	1.65350	2729	0	60
2000.03.02	16:00:00	1.65350	1.67110	1.65230	1.66300	1750	0	60
2000.03.02	20:00:00	1.66250	1.66840	1.66130	1.66780	776	0	60
2000.03.03	00:00:00	1.66830	1.66840	1.66340	1.66700	1138	0	60
2000.03.03	04:00:00	1.66690	1.67200	1.65970	1.66220	1344	0	60
2000.03.03	08:00:00	1.66190	1.66900	1.66000	1.66280	2231	0	60
2000.03.03	12:00:00	1.66330	1.67100	1.66100	1.67080	2487	0	60
2000.03.03	16:00:00	1.67020	1.67530	1.66680	1.67260	1473	0	60
2000.03.03	20:00:00	1.67350	1.67610	1.67070	1.67610	295	0	60
2000.03.06	00:00:00	1.67870	1.67980	1.67600	1.67740	450	0	60
2000.03.06	04:00:00	1.67720	1.67900	1.67490	1.67710	407	0	60
2000.03.06	08:00:00	1.67590	1.67750	1.66190	1.66450	2328	0	60
2000.03.06	12:00:00	1.66430	1.67550	1.66350	1.67400	1919	0	60
2000.03.06	16:00:00	1.67450	1.67920	1.66900	1.67750	1466	0	60
2000.03.06	20:00:00	1.67760	1.67950	1.67470	1.67880	840	0	60
2000.03.07	00:00:00	1.67900	1.67980	1.67630	1.67720	948	0	60
2000.03.07	04:00:00	1.67690	1.67810	1.67370	1.67430	943	0	60
2000.03.07	08:00:00	1.67440	1.67900	1.67150	1.67330	2218	0	60
2000.03.07	12:00:00	1.67360	1.68180	1.67210	1.67830	2257	0	60
2000.03.07	16:00:00	1.67850	1.68680	1.67080	1.68020	1797	0	60
2000.03.07	20:00:00	1.67990	1.68110	1.67410	1.67620	843	0	60
2000.03.08	00:00:00	1.67630	1.67840	1.67350	1.67500	1144	0	60
2000.03.08	04:00:00	1.67510	1.67730	1.67220	1.67260	730	0	60
2000.03.08	08:00:00	1.67250	1.68300	1.67020	1.68190	2419	0	60
2000.03.08	12:00:00	1.68290	1.68650	1.67920	1.68170	2265	0	60
2000.03.08	16:00:00	1.68170	1.68300	1.66800	1.67130	1768	0	60
2000.03.08	20:00:00	1.67140	1.67300	1.66970	1.67050	1000	0	60
2000.03.09	00:00:00	1.67090	1.67180	1.66490	1.67030	1094	0	60
2000.03.09	04:00:00	1.67040	1.67190	1.66610	1.66800	895	0	60
2000.03.09	08:00:00	1.66790	1.67350	1.66350	1.66770	2302	0	60
2000.03.09	12:00:00	1.66780	1.67150	1.66490	1.66540	2159	0	60
2000.03.09	16:00:00	1.66520	1.66650	1.65680	1.65930	1866	0	60
2000.03.09	20:00:00	1.65900	1.66460	1.65880	1.66280	1016	0	60
2000.03.10	00:00:00	1.66160	1.66370	1.65860	1.65930	1052	0	60
2000.03.10	04:00:00	1.65900	1.66330	1.65890	1.66130	1069	0	60
2000.03.10	08:00:00	1.66180	1.66500	1.66000	1.66250	1892	0	60
2000.03.10	12:00:00	1.66280	1.67510	1.66220	1.66900	2266	0	60
2000.03.10	16:00:00	1.66960	1.67020	1.66410	1.66850	1285	0	60
2000.03.10	20:00:00	1.66950	1.67370	1.66810	1.67040	476	0	60
2000.03.13	00:00:00	1.67170	1.67300	1.66780	1.66800	699	0	60
2000.03.13	04:00:00	1.66770	1.66960	1.66550	1.66640	859	0	60
2000.03.13	08:00:00	1.66640	1.66700	1.65540	1.66160	2146	0	60
2000.03.13	12:00:00	1.66170	1.66450	1.65650	1.66150	2019	0	60
2000.03.13	16:00:00	1.66170	1.67430	1.65920	1.67060	1610	0	60
2000.03.13	20:00:00	1.67080	1.67240	1.66740	1.67060	1092	0	60
2000.03.14	00:00:00	1.67010	1.67180	1.66860	1.67030	1032	0	60
2000.03.14	04:00:00	1.67030	1.67450	1.66900	1.67050	1272	0	60
2000.03.14	08:00:00	1.67030	1.67590	1.66920	1.67420	1969	0	60
2000.03.14	12:00:00	1.67430	1.67780	1.66750	1.66950	1995	0	60
2000.03.14	16:00:00	1.66840	1.67980	1.66800	1.66840	1595	0	60
2000.03.14	20:00:00	1.66860	1.66900	1.66310	1.66430	805	0	60
2000.03.15	00:00:00	1.66400	1.66800	1.66270	1.66750	847	0	60
2000.03.15	04:00:00	1.66710	1.66880	1.66500	1.66640	1132	0	60
2000.03.15	08:00:00	1.66610	1.67160	1.66100	1.66930	2238	0	60
2000.03.15	12:00:00	1.66960	1.67170	1.66270	1.66590	2122	0	60
2000.03.15	16:00:00	1.66440	1.66700	1.65960	1.66380	1434	0	60
2000.03.15	20:00:00	1.66330	1.67100	1.66320	1.67030	1022	0	60
2000.03.16	00:00:00	1.67050	1.67140	1.66770	1.66910	829	0	60
2000.03.16	04:00:00	1.66940	1.67040	1.66180	1.66300	1032	0	60
2000.03.16	08:00:00	1.66290	1.66600	1.66080	1.66420	2014	0	60
2000.03.16	12:00:00	1.66410	1.66970	1.66030	1.66380	2437	0	60
2000.03.16	16:00:00	1.66370	1.66470	1.65370	1.66060	1686	0	60
2000.03.16	20:00:00	1.66050	1.66370	1.65780	1.66110	1283	0	60
2000.03.17	00:00:00	1.66120	1.66300	1.65890	1.66240	1065	0	60
2000.03.17	04:00:00	1.66240	1.66320	1.65850	1.65970	940	0	60
2000.03.17	08:00:00	1.66010	1.66950	1.65770	1.66740	2105	0	60
2000.03.17	12:00:00	1.66770	1.67010	1.66470	1.66610	1808	0	60
2000.03.17	16:00:00	1.66630	1.66780	1.65810	1.65810	1902	0	60
2000.03.17	20:00:00	1.65850	1.65990	1.65650	1.65750	656	0	60
2000.03.20	00:00:00	1.65730	1.66290	1.65650	1.65780	977	0	60
2000.03.20	04:00:00	1.65750	1.65940	1.65640	1.65850	972	0	60
2000.03.20	08:00:00	1.65800	1.66280	1.65400	1.65950	2110	0	60
2000.03.20	12:00:00	1.65970	1.66310	1.65900	1.66200	1763	0	60
2000.03.20	16:00:00	1.66190	1.66520	1.65580	1.65660	1657	0	60
2000.03.20	20:00:00	1.65650	1.65800	1.65500	1.65620	887	0	60
2000.03.21	00:00:00	1.65640	1.65860	1.65520	1.65730	1140	0	60
2000.03.21	04:00:00	1.65770	1.65890	1.65490	1.65720	978	0	60
2000.03.21	08:00:00	1.65650	1.65950	1.65530	1.65840	1833	0	60
2000.03.21	12:00:00	1.65870	1.66320	1.65720	1.65720	2060	0	60
2000.03.21	16:00:00	1.65710	1.67170	1.65670	1.66910	1511	0	60
2000.03.21	20:00:00	1.66890	1.67850	1.66780	1.67720	1228	0	60
2000.03.22	00:00:00	1.67790	1.68320	1.67660	1.67800	1286	0	60
2000.03.22	04:00:00	1.67810	1.68190	1.67560	1.67640	1058	0	60
2000.03.22	08:00:00	1.67640	1.68000	1.67400	1.67720	2028	0	60
2000.03.22	12:00:00	1.67750	1.68050	1.67530	1.67590	1938	0	60
2000.03.22	16:00:00	1.67630	1.67850	1.67100	1.67370	1427	0	60
2000.03.22	20:00:00	1.67380	1.67680	1.67300	1.67500	1004	0	60
2000.03.23	00:00:00	1.67570	1.67590	1.67340	1.67480	819	0	60
2000.03.23	04:00:00	1.67480	1.67500	1.67100	1.67200	812	0	60
2000.03.23	08:00:00	1.67210	1.67610	1.66860	1.67030	1884	0	60
2000.03.23	12:00:00	1.66990	1.67310	1.64900	1.64900	2484	0	60
2000.03.23	16:00:00	1.64920	1.65300	1.64450	1.64630	1409	0	60
2000.03.23	20:00:00	1.64600	1.64990	1.64440	1.64610	791	0	60
2000.03.24	00:00:00	1.64650	1.64750	1.63940	1.64230	1350	0	60
2000.03.24	04:00:00	1.64270	1.64680	1.64090	1.64600	1029	0	60
2000.03.24	08:00:00	1.64600	1.65010	1.64270	1.64770	2050	0	60
2000.03.24	12:00:00	1.64770	1.64830	1.63330	1.63580	2324	0	60
2000.03.24	16:00:00	1.63630	1.64070	1.62450	1.62650	1777	0	60
2000.03.24	20:00:00	1.62700	1.62840	1.62270	1.62390	630	0	60
2000.03.27	00:00:00	1.62370	1.62700	1.62360	1.62510	800	0	60
2000.03.27	04:00:00	1.62530	1.62570	1.62100	1.62310	707	0	60
2000.03.27	08:00:00	1.62330	1.63300	1.62310	1.63300	1590	0	60
2000.03.27	12:00:00	1.63280	1.63950	1.63120	1.63690	2101	0	60
2000.03.27	16:00:00	1.63670	1.64920	1.63620	1.64670	1707	0	60
2000.03.27	20:00:00	1.64670	1.64720	1.64150	1.64230	1004	0	60
2000.03.28	00:00:00	1.64220	1.64660	1.64110	1.64530	1341	0	60
2000.03.28	04:00:00	1.64550	1.64590	1.64100	1.64260	975	0	60
2000.03.28	08:00:00	1.64280	1.64850	1.64050	1.64440	2218	0	60
2000.03.28	12:00:00	1.64450	1.64970	1.63850	1.64000	2073	0	60
2000.03.28	16:00:00	1.64010	1.65710	1.63960	1.65430	1892	0	60
2000.03.28	20:00:00	1.65430	1.65710	1.65300	1.65610	1249	0	60
2000.03.29	00:00:00	1.65560	1.66770	1.65510	1.66130	1759	0	60
2000.03.29	04:00:00	1.66120	1.66230	1.65950	1.66030	1018	0	60
2000.03.29	08:00:00	1.66040	1.66360	1.65690	1.66060	2291	0	60
2000.03.29	12:00:00	1.66080	1.66480	1.65800	1.66310	2139	0	60
2000.03.29	16:00:00	1.66270	1.68020	1.66230	1.67080	2006	0	60
2000.03.29	20:00:00	1.67110	1.67670	1.67030	1.67570	1024	0	60
2000.03.30	00:00:00	1.67510	1.67610	1.67100	1.67200	1226	0	60
2000.03.30	04:00:00	1.67220	1.67370	1.66960	1.67070	789	0	60
2000.03.30	08:00:00	1.67080	1.67400	1.66250	1.66340	2071	0	60
2000.03.30	12:00:00	1.66290	1.67290	1.66140	1.66750	2725	0	60
2000.03.30	16:00:00	1.66790	1.67190	1.65700	1.65750	1851	0	60
2000.03.30	20:00:00	1.65760	1.66020	1.65580	1.65660	830	0	60
2000.03.31	00:00:00	1.65660	1.66180	1.65380	1.66010	1188	0	60
2000.03.31	04:00:00	1.66090	1.66260	1.65930	1.66130	945	0	60
2000.03.31	08:00:00	1.66120	1.66570	1.65810	1.66460	2041	0	60
2000.03.31	12:00:00	1.66450	1.67040	1.66230	1.66240	2689	0	60
2000.03.31	16:00:00	1.66230	1.66440	1.65930	1.66100	1509	0	60
2000.03.31	20:00:00	1.66220	1.66690	1.66120	1.66540	705	0	60
2000.04.03	00:00:00	1.66320	1.66850	1.66140	1.66660	615	0	60
2000.04.03	04:00:00	1.66650	1.67260	1.66510	1.67130	1281	0	60
2000.04.03	08:00:00	1.67020	1.67180	1.66390	1.66510	1894	0	60
2000.04.03	12:00:00	1.66500	1.66650	1.65800	1.66020	1291	0	60
2000.04.03	16:00:00	1.66070	1.66430	1.64950	1.65310	1114	0	60
2000.04.03	20:00:00	1.65400	1.65740	1.64850	1.65740	370	0	60
2000.04.04	00:00:00	1.65730	1.65730	1.65180	1.65320	390	0	60
2000.04.04	04:00:00	1.65400	1.65490	1.65060	1.65470	510	0	60
2000.04.04	08:00:00	1.65380	1.66050	1.65040	1.65820	1842	0	60
2000.04.04	12:00:00	1.65810	1.66050	1.65520	1.65800	1956	0	60
2000.04.04	16:00:00	1.65770	1.66280	1.61220	1.63150	1801	0	60
2000.04.04	20:00:00	1.63210	1.64400	1.62740	1.63890	1445	0	60
2000.04.05	00:00:00	1.63870	1.64130	1.63550	1.63850	1615	0	60
2000.04.05	04:00:00	1.63630	1.63920	1.63390	1.63890	1433	0	60
2000.04.05	08:00:00	1.63880	1.64390	1.62510	1.62920	2480	0	60
